id,base_month_income,base_car_km,base_loan_rate,base_loan_monthrepay,base_car_years,base_ages,br_scoreafautofin,ir_id_x_cell_cnt,ir_m12_id_x_home_addr_cnt,ir_allmatch_days,als_m12_id_tot_mons,als_m12_id_max_monnum,als_m12_id_nbank_oth_orgnum,als_m12_id_nbank_allnum,als_lst_cell_bank_inteday,als_m12_id_nbank_tot_mons,als_m12_id_nbank_max_monnum,als_m12_id_rel_allnum,als_m12_id_nbank_cons_orgnum,als_m12_cell_bank_tra_allnum,als_m12_cell_nbank_cf_allnum,als_m12_id_nbank_finlea_allnum,als_m12_cell_af_allnum,als_m12_cell_pdl_allnum,als_m6_id_nbank_allnum,als_m6_id_max_monnum,als_m6_id_nbank_oth_orgnum,als_m6_id_nbank_tot_mons,als_m6_id_nbank_max_monnum,als_m3_id_nbank_allnum,als_m3_id_max_monnum,als_m3_id_nbank_oth_orgnum,als_m3_id_nbank_tot_mons,als_m3_id_nbank_max_monnum,als_d15_id_nbank_oth_allnum,fico_result,fico_app_cnt,base_is_guarantee,base_nation,base_is_local,base_has_rebuy,base_sex,zx_result,zx_is_baihu,zx_is_current_ovd,zx_is_credictcard_current_ovd,zx_is_lian3_lei6,loan_is_black,base_has_driverlicensce,zx_account_status,fraud_flag
9JexbQrlIbs8ghIK7a11WFLMPbHuKJxDQQr4L2GIklI=,5,4,1,4,5,3,5,2,2,6,4,2,-1,4,5,4,2,-1,2,-1,2,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
sswoWGmdhp2rp1LZAkezGRinyqSXIo2btNos38BJZ4Y=,3,4,2,5,4,4,5,3,2,4,2,2,-1,2,3,2,2,-1,-1,-1,2,2,2,-1,2,2,-1,2,2,2,2,-1,2,2,-1,4,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
J82yEncWlU7ESkDPFamU/5hr10iz5SPSUoarz+IYnkM=,3,2,2,4,4,2,6,3,2,7,4,2,-1,4,4,4,2,2,3,-1,-1,-1,-1,-1,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,8,2,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,2,-1,0
c9HiyXs9trzfLnRIVLqUEJmjzZA95XvvmZ/hsQYKslw=,3,2,2,3,4,2,6,3,2,5,4,2,-1,4,2,4,2,3,2,-1,2,-1,-1,-1,4,2,-1,4,2,3,2,-1,3,2,-1,5,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
rN94V+ByQzXUosvWsc1odhu5Zg5IcSjnluOYE6ax7Qk=,3,1,2,4,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
9m14Vre1YVRyGvEOy/B8ALCDC0U18L/PGRAM+YpMFWU=,5,2,2,5,2,2,5,2,2,4,6,4,-1,5,3,6,3,4,3,2,4,-1,-1,3,4,4,-1,3,3,2,2,-1,2,2,-1,7,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
fuavcuow5JPQUTyULWNqZsFDSsuqhgkbMbDnBodkcqw=,2,2,1,1,3,1,4,3,4,5,2,4,-1,2,4,2,2,4,-1,3,2,-1,-1,-1,2,4,-1,2,2,-1,-1,-1,-1,-1,-1,4,2,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
L5+KnWRGdqicG0cSpBFRFWjZgyvJwnnfXsIcpioBhXE=,2,4,2,5,4,4,4,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,1,1,-1,1,-1,-1,1,-1,-1,-1,2,-1,0
UkD40o+8fMKnMzeSjXDEZDv/V5UdKq5QqfKb5458DwA=,2,1,1,5,1,3,-1,2,2,3,6,2,2,5,2,6,2,3,3,-1,4,2,2,3,5,2,2,4,2,4,2,2,4,2,-1,4,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
9Nz6TynxLDGyBww4x2cIwJmjzZA95XvvmZ/hsQYKslw=,3,4,3,1,4,1,4,2,2,6,3,3,-1,3,5,2,3,2,2,2,2,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
04hZ6pQjw1IKJeuQfPYozHfsV4irW0L2ZNtxBFAEeYc=,4,2,1,5,2,1,5,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
9oYD+TTNntdHoYX2uABz4rCDC0U18L/PGRAM+YpMFWU=,1,2,3,3,2,3,6,3,3,4,3,3,-1,4,3,3,3,2,2,-1,-1,-1,-1,-1,3,3,-1,2,3,3,3,-1,2,3,-1,7,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
vnjW5E3iLHiz3j2oFRScTRCnXKw9EcRSvcdC1vMV9+Y=,2,3,2,5,3,1,6,2,2,-1,3,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,8,2,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,2,-1,0
9uL7czU26Rv3xfZ6DI7mVIKk+RgpxZ5CquL6pjPLrHo=,3,4,2,4,5,3,4,2,3,2,5,3,2,5,2,5,3,-1,4,-1,4,-1,-1,3,5,3,2,4,3,5,3,2,4,3,-1,7,2,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
9vjSXeKDy21WikEpeeJXA3fsV4irW0L2ZNtxBFAEeYc=,5,1,1,5,1,1,5,2,2,5,4,2,-1,3,4,3,2,3,2,2,2,-1,-1,-1,3,2,-1,3,2,-1,-1,-1,-1,-1,-1,8,2,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
KpefAx5JiIPE9fBXbKbgchCnXKw9EcRSvcdC1vMV9+Y=,1,1,2,2,1,1,5,4,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0
soo3axMSYyxTrek+Ia/QA5mjzZA95XvvmZ/hsQYKslw=,5,5,1,5,5,1,-1,4,4,2,6,3,2,5,2,6,3,4,4,3,4,-1,-1,3,4,3,-1,3,3,2,3,-1,2,2,-1,3,3,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,3,-1,0
Wh41F4QB7UlPLAmcpXszAU7Jxn1aTNJlAwTEwXGRaPs=,5,2,3,4,2,2,6,3,2,2,6,6,3,7,2,6,6,2,4,-1,4,-1,-1,4,6,3,-1,4,3,4,2,-1,4,2,-1,5,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
9XuA7wIPgmG5UJ3R88UwvposjEH/gzeHpMkveSVV7d8=,1,6,3,5,5,3,4,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,1,1,1,-1,-1,1,1,1,-1,3,-1,0
8xV3AVNMXEzKZRuyospi/1gS75tgjSKIjbYZT/Co3UA=,1,2,1,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0
9YQAN7K9UOrgHJGmHB62GlMnPbuguH/vGszadhblZIo=,1,2,2,3,2,2,3,2,2,3,4,3,3,4,2,4,3,-1,2,-1,3,2,2,3,3,3,3,2,3,3,3,3,2,3,-1,4,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
cRJ7s6GU36sHIJVPOK77or89dQ02rHDgWUf88rQzGOc=,3,2,2,2,4,1,6,3,3,2,4,5,3,5,2,3,5,3,3,2,4,-1,-1,3,5,5,3,3,5,6,5,3,3,5,-1,4,2,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,0
9yUtpUSdn9TZ3HWvDtZ3O9Y5RXqEL9zctYILHU55/es=,3,4,1,2,5,1,5,3,2,2,4,3,2,5,2,4,3,2,3,-1,4,2,2,3,3,3,2,2,3,3,3,2,2,3,2,5,2,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0
QHVHq3gkIVKiikNC3hurrX5Nn1EJ6amBVKpc2IIDtNQ=,3,5,1,2,5,5,-1,3,2,-1,2,3,2,3,5,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,1,1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
a+vPWAG+qtJocmF2na2eAb0ZvuRySPubS9lBbijN3Rw=,2,5,2,1,5,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
j/GC07mH+73r0DZKIaHUMoKEprVQVkpKHHLb91TLyGQ=,2,3,2,4,5,1,-1,2,3,2,6,3,3,5,2,6,3,2,3,2,-1,-1,-1,-1,6,3,3,4,3,6,3,3,4,3,2,4,3,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
RXfbfWQr3os709d0exTWZsFDSsuqhgkbMbDnBodkcqw=,1,4,2,4,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
q6fWX6LHKHhP+7xrA71ZRYKk+RgpxZ5CquL6pjPLrHo=,1,2,2,1,4,4,5,2,2,4,4,2,-1,3,4,3,2,2,2,2,3,-1,-1,2,2,2,-1,2,2,-1,2,-1,-1,-1,-1,4,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
A1gi1kNy7zgnvnAHYHY2+oKk+RgpxZ5CquL6pjPLrHo=,5,2,1,5,4,3,4,2,2,6,2,2,-1,2,4,2,2,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
qMTBXnS1ng8HhKRuaMjvhCvrdWTM/ILqI5Btj922rzM=,2,4,1,5,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
yv5FvNA1jJ11ovfVI6JHRb0ZvuRySPubS9lBbijN3Rw=,3,4,2,4,4,1,2,4,2,5,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,8,2,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
A3iMakJU/Udq7I7hvWYOE3fsV4irW0L2ZNtxBFAEeYc=,4,4,2,4,5,2,5,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
a5rHeyg9VC7Z2ahnaMdEchysw6on1cuvx0QJBT11vl8=,6,2,2,1,4,2,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,1,1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
A9NwZxWFcBkhV7qBhrY2xQohbnxfKNJY34T5NEYcDug=,1,4,3,1,4,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0
jOfawnBRpvepsWCttghiGDKJggatfzHt7EyH61BuoS0=,4,3,2,5,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0
A8hAVE3SAdrxu73KlBGzHnfsV4irW0L2ZNtxBFAEeYc=,3,3,1,2,4,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
DvEoPJTGjAavWn9kyID4db9XfEhal47N73MSOMP881M=,5,2,1,5,4,2,6,3,2,2,5,3,-1,5,2,5,3,4,3,2,4,-1,-1,-1,5,3,-1,4,3,4,3,-1,3,3,-1,5,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
A8jyOYZKTJAzOd7AMwSHv5mjzZA95XvvmZ/hsQYKslw=,5,4,2,2,4,4,4,2,2,2,6,5,3,6,2,6,4,2,4,-1,4,2,2,3,6,5,3,4,4,6,5,2,4,4,-1,5,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
IgFb/NIDdk2CFpo6WP+XscFDSsuqhgkbMbDnBodkcqw=,4,2,2,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
Aa3PoSupmQW8+a8YKjoOmb9XfEhal47N73MSOMP881M=,3,4,2,3,5,1,6,3,2,3,6,6,5,7,2,6,6,4,4,-1,4,2,-1,4,7,6,4,4,6,7,6,4,4,6,-1,5,2,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,0
ayr3Fx25rn9HoTDtYQ3uS1MnPbuguH/vGszadhblZIo=,3,6,1,5,5,3,5,2,2,5,4,2,-1,4,4,4,2,-1,3,-1,2,-1,-1,3,4,2,-1,4,2,2,2,-1,2,2,-1,2,2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,2,-1,0
agCgDUVLdpfTAu0BGJLmXL0ZvuRySPubS9lBbijN3Rw=,3,4,2,2,5,3,5,3,2,6,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
abPRgoZYLs10eKPkP4fMvhu5Zg5IcSjnluOYE6ax7Qk=,1,1,1,2,1,4,4,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
abtkoFn764qX5FVI5S8Fk3fsV4irW0L2ZNtxBFAEeYc=,2,4,2,3,5,1,6,3,3,3,4,3,-1,3,4,3,2,3,2,3,2,2,2,-1,2,3,-1,2,2,-1,2,-1,-1,-1,-1,7,2,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
aBvyhEoiazc1uZPf4pDUsBu5Zg5IcSjnluOYE6ax7Qk=,1,6,3,5,5,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,3,-1,0
fJsACvJlXwfIhjsFJ8N+Hxysw6on1cuvx0QJBT11vl8=,2,2,3,3,2,3,5,2,2,3,3,3,-1,-1,-1,-1,-1,4,-1,4,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,3,-1,-1,-1,-1,4,2,-1,1,1,1,1,1,-1,-1,-1,-1,-1,2,-1,0
aE6+0JQu79jA1XeB998B6LCDC0U18L/PGRAM+YpMFWU=,4,6,3,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,3,-1,0
+Wn8DBOMlWI3ulQzlWXF4b0ZvuRySPubS9lBbijN3Rw=,5,2,2,5,2,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
Ap19Soe5Ec/U3d7JN5bTRzKJggatfzHt7EyH61BuoS0=,3,4,3,2,5,3,6,3,2,5,5,2,-1,3,4,3,2,2,2,3,3,-1,-1,-1,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,7,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
qbw4tin5Pjspld8YQNiFlwOKOK+2mY9qGmd//3BDhjI=,2,3,2,5,5,3,6,3,3,2,3,2,-1,3,2,3,2,-1,-1,-1,2,-1,-1,2,2,2,-1,2,2,2,2,-1,2,2,-1,4,2,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,0
LaYGUdCYaTGuhhyHK8wbChinyqSXIo2btNos38BJZ4Y=,1,6,3,5,5,2,-1,2,3,5,5,3,-1,4,4,4,3,4,2,2,3,-1,-1,-1,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,9,2,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,3,-1,0
PmIAqJPp+jD4yCLcb+5d35HhAY0Wa0pjqCOOwl59uAY=,4,6,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,2,-1,0
zvKcUsOnZmb4o067Z9A2iBJQiuQfefTDb/CZk+Y/PF0=,3,1,1,4,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,2,1,1,1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
kGfaDe08v3jiNk/urIdj9RCnXKw9EcRSvcdC1vMV9+Y=,3,4,1,5,5,2,2,2,2,4,3,2,-1,-1,-1,-1,-1,3,-1,3,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,5,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
HthgCxO10CO4PW+LJ66/meUexO+lDBkowcbxcgKygdo=,1,2,2,3,2,2,5,2,2,2,5,3,3,5,2,5,3,-1,3,-1,3,2,2,3,5,3,3,4,3,4,3,3,3,3,3,7,2,-1,1,1,1,-1,-1,-1,1,1,1,-1,2,-1,0
Ag4P5bWlmRUOa3dbWVuB8cFDSsuqhgkbMbDnBodkcqw=,3,3,2,5,5,1,3,3,2,6,2,2,-1,2,4,2,2,-1,-1,-1,2,2,2,-1,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,5,2,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
ag5ZAzp0o1Gvs6LeccOFsvvnM28JE2PLStMHDGmnT+0=,3,3,3,3,5,1,3,2,2,5,2,2,-1,2,4,2,2,2,-1,-1,-1,-1,-1,-1,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,4,2,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,0
wcm4iR4JU9Wu8Ced4DZlmhysw6on1cuvx0QJBT11vl8=,3,2,3,3,2,1,5,2,2,5,4,3,-1,4,5,3,3,2,3,-1,3,-1,-1,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,0
AgFHWfljS3g70zTjbE8Dqr89dQ02rHDgWUf88rQzGOc=,1,4,3,2,4,1,6,3,2,3,6,4,-1,7,2,6,3,3,3,-1,4,-1,-1,3,7,4,-1,4,3,6,3,-1,4,3,-1,4,2,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0
6NsTFOPmSrAnElmeel5edcFDSsuqhgkbMbDnBodkcqw=,3,4,3,4,5,2,6,4,3,4,5,4,-1,4,3,3,4,3,3,2,2,-1,-1,2,4,4,-1,2,4,4,4,-1,2,4,-1,8,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
TE5Ft9uFY+KbBb3+fvISXdsR2wFaYcSvAv1UmKINXiI=,3,3,3,4,5,3,4,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
Re8VEhzebAiv/x59uLlVD2/Rh47ATNWAD/EcAZrSs2c=,4,2,2,4,2,2,6,3,2,3,4,4,2,5,2,4,4,-1,3,2,2,2,2,2,5,4,2,4,4,6,4,2,4,4,-1,4,2,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,2,-1,0
Ue/g0Jhy0vAwOrs1eChSETv/V5UdKq5QqfKb5458DwA=,4,3,2,4,4,1,3,2,2,5,2,4,3,4,4,2,4,-1,-1,-1,2,2,4,-1,4,4,3,2,4,-1,-1,-1,-1,-1,-1,4,2,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
aH5SZyZcb9OpSS6ru3tUGwohbnxfKNJY34T5NEYcDug=,1,2,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,0
WbOSPyBZstxYdAg4RGZSRBge5xUo8VAPBvSFmbRHyA4=,4,6,2,5,5,1,6,4,4,2,6,5,4,7,2,6,4,4,3,3,4,-1,-1,4,7,5,2,4,4,6,5,-1,3,4,-1,5,2,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,2,-1,0
AijiNljAiHkJQgK0Pe/mCU23HtLFiEB3343r51BGiks=,4,1,2,5,1,1,5,3,4,2,5,4,2,5,2,4,3,2,3,-1,4,2,-1,3,4,4,-1,3,3,3,4,-1,2,3,-1,4,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
gJUFjJI/WHbd37vZ3/aV5OUexO+lDBkowcbxcgKygdo=,3,2,1,4,2,4,-1,2,2,2,2,2,-1,2,2,2,2,-1,-1,-1,2,-1,-1,2,2,2,-1,2,2,2,2,-1,2,2,-1,4,2,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0
sMpG8SmXmYI0rZQAPk/upb89dQ02rHDgWUf88rQzGOc=,1,2,3,2,3,3,5,2,2,3,6,3,-1,6,3,6,3,-1,2,-1,4,-1,-1,4,5,3,-1,4,3,5,3,-1,4,3,-1,5,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0
uaEafcBXAzcY09jhtt9nhoKk+RgpxZ5CquL6pjPLrHo=,2,4,3,3,5,2,5,2,2,4,5,2,-1,4,4,4,2,2,3,2,3,-1,-1,2,2,2,-1,2,2,-1,2,-1,-1,-1,-1,7,2,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0
GLE1wvkjj5RIrQjGT8JSEOa/PD4t5CNeKUHEuuPOqkQ=,4,2,3,2,4,2,6,4,2,4,5,3,-1,4,3,5,2,3,2,-1,4,2,2,-1,3,3,-1,3,2,2,3,-1,2,2,-1,6,2,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,0
aLVceLqNogKal+52qZBeuBJQiuQfefTDb/CZk+Y/PF0=,2,3,3,1,5,3,5,2,2,3,4,3,2,4,3,4,3,2,3,-1,2,-1,-1,-1,3,2,-1,3,2,3,2,-1,3,2,-1,8,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
9rdP59/2f0r5vRpZ6yNXBb89dQ02rHDgWUf88rQzGOc=,1,2,2,3,2,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
aLYLBilfMXQeD338tNFktOa/PD4t5CNeKUHEuuPOqkQ=,6,1,2,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,2,3,0
6kK2iVTPIns55sSzkDhV6oKk+RgpxZ5CquL6pjPLrHo=,2,3,2,4,4,1,2,2,2,2,2,3,3,3,2,2,3,-1,3,-1,-1,-1,-1,-1,3,3,3,2,3,3,3,3,2,3,3,4,2,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,0
amhiDFAXxy9JXqgkTjfO3lMnPbuguH/vGszadhblZIo=,4,4,2,4,4,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
S1CoX0ahPGmcvZ2InU8XNT21QEH64543A9U/2/b9x6A=,2,6,2,5,5,1,4,3,2,4,2,5,3,4,3,2,4,2,4,-1,2,-1,-1,-1,4,5,3,2,4,4,5,3,2,4,-1,6,2,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
y0BeuHt28NYuA9GH3yrmgYKEprVQVkpKHHLb91TLyGQ=,1,2,2,1,4,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
aoS0zP+O5s9APVvuG8+2IWwx574CMQtrYoCpY1m5nq8=,2,4,2,4,4,2,3,2,2,6,3,3,-1,4,4,3,3,2,3,-1,4,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0
oNLmhYEAv0uGrkTktDYKI9sR2wFaYcSvAv1UmKINXiI=,2,6,2,5,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,2,-1,0
